Name,Active,Level,Peak,Club,Division,Mentality,Position,Foot,Nation,Primary Class,Secondary Class,Model,Physique,Character,Base Value,Attachments,Decisions,Composure,Tempo,First Touch,Leadership,Communication,Drive,Discipline,Guile,Vision,Movement,Flair,Balance,Set Piece,Carries,Penalty,Long,Close,Through,Range,Accuracy,Cross,Takeons,Skills,Anticipation,Stamina,Recovery,Pressing,Intensity,Tackling,Marking,Blocking,Bravery,Positioning,Concentraion,Awareness,Aerial Duels,Reactions,Pace,Acceleration,Agility,Physicality,Hold Up,Duels,Aggression,Coordination,Jumping,Heading
Ernesto Valverde,checked,89,89,Real Madrid,La Liga,Balanced,Central Midfielder,R,Uruguay,Engine,Commander,Driver,,,£110000000.0,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
David Alaba,checked,88,88,Real Madrid,La Liga,Balanced,Central Defender,L,,Passer,Cover,Provider,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Antonio Rudiger,checked,88,88,Real Madrid,La Liga,Balanced,Central Defender,R,,Stopper,Powerhouse,Rock,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Ferland Mendy,checked,88,88,Real Madrid,La Liga,Attacking,Wide Defender,L,,Sprinter,Engine,Shuttler,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Rodrygo,checked,87,87,Real Madrid,La Liga,Balanced,Wide Forward,R,Brazil,Creator,Engine,Catalyst,,,£80000000.0,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Aurelien Tchouameni,checked,87,87,Real Madrid,La Liga,Cautious,Central Midfielder,R,France,Commander,Engine,General,,,£90000000.0,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Eduardo Camavinga,checked,87,87,Real Madrid,La Liga,Balanced,Central Midfielder,L,France,Commander,Engine,General,,,£80000000.0,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Kepa Arrizabalaga,checked,85,85,Real Madrid,La Liga,Balanced,Keeper,R,,Acrobat,Orthodox,Shotstopper,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Nacho,checked,85,85,Real Madrid,La Liga,Cautious,Central Defender,R,,Stopper,Commander,Leader,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Brahim Diaz,checked,84,84,Real Madrid,La Liga,Attacking,Central Midfielder,L,,Creator,Dribbler,Magician,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Dani Ceballos,checked,84,84,Real Madrid,La Liga,Balanced,Central Midfielder,R,,Creator,Engine,Catalyst,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Dani Carvajal,checked,83,83,Real Madrid,La Liga,Cautious,Wide Defender,R,,Cover,Engine,Dynamo,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Lucas Vasquez,checked,82,82,Real Madrid,La Liga,Balanced,Wide Midfielder,R,,Sprinter,Cover,Flanker,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Joselu,checked,82,82,Real Madrid,La Liga,Balanced,Central Forward,R,,Powerhouse,Striker,Spearhead,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Takefusa Kubo,checked,86,86,Real Sociedad,La Liga,Attacking,Wide Forward,L,,Creator,Dribbler,Magician,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Mikel Oyarzabal,checked,86,86,Real Sociedad,La Liga,Attacking,Wide Forward,L,,Creator,Dribbler,Magician,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Robin Le Normand,checked,85,85,Real Sociedad,La Liga,Balanced,Central Defender,R,,Stopper,Powerhouse,Rock,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Mikel Merino,checked,85,85,Real Sociedad,La Liga,Balanced,Central Midfielder,L,,Engine,Controller,Box-To-Box,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Ander Barrenetxea,checked,85,85,Real Sociedad,La Liga,Attacking,Wide Forward,R,,Creator,Dribbler,Magician,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Kieran Tierney,checked,85,85,Real Sociedad,La Liga,Balanced,Wide Defender,L,,Cover,Engine,Dynamo,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Alex Remiro,checked,85,85,Real Sociedad,La Liga,Balanced,Keeper,R,,Acrobat,Distributor,All-Rounder,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Martin Zubimendi,checked,84,84,Real Sociedad,La Liga,Balanced,Central Midfielder,R,,Controller,Engine,Conductor,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Brais Mendez,checked,83,83,Real Sociedad,La Liga,Attacking,Wide Midfielder,L,,Creator,Passer,Maestro,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
James Ward-Prowse,checked,84,84,Southampton,Championship,Balanced,Central Midfielder,R,England,Passer,Creator,Radar,Dynamic,Composed,£45000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dusan Tadic,checked,83,83,Southampton,Championship,Attacking,Wide Midfielder,L,Serbia,Creator,Dribbler,Magician,Nimble,Mercurial,£30000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierre-Emile Hjobjerg,checked,83,83,Southampton,Championship,Balanced,Central Midfielder,R,Denmark,Controller,Passer,Regista,Robust,Resolute,£12000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danny Ings,checked,81,81,Southampton,Championship,Balanced,Central Forward,R,England,Striker,Engine,Poacher,Speedy,Focused,£20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Lallana,checked,80,80,Southampton,Championship,Balanced,Wide Midfielder,E,England,Dribbler,Creator,Wizard,Nimble,Resolute,£40000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jose Fonte,checked,80,80,Southampton,Championship,Balanced,Central Defender,R,Portugal,Stopper,Aerial,Centre Back,Robust,Influential,£10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maya Yoshida,checked,78,78,Southampton,Championship,Cautious,Central Defender,R,Japan,Stopper,Engine,Train,Powerful,Resolute,£8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fraser Forster,checked,76,76,Southampton,Championship,Cautious,Keeper,R,England,Orthodox,Commander,Sentinel,Tall,Resolute,£2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Viktor Gyokeres,checked,86,86,Sporting,Primeira Liga,Balanced,Central Forward,R,,Engine,Striker,Livewire,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Sebastian Coates,checked,85,85,Sporting,Primeira Liga,Balanced,Central Defender,R,,Stopper,Commander,Leader,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Ousmane Diomande,checked,85,85,Sporting,Primeira Liga,Balanced,Central Defender,R,,Stopper,Powerhouse,Rock,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Morten Hjulmand,checked,84,84,Sporting,Primeira Liga,Balanced,Central Midfielder,R,,Powerhouse,Engine,,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Hidemasa Morita,checked,84,84,Sporting,Primeira Liga,Balanced,Central Midfielder,R,,Controller,Engine,Conductor,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Goncalo Inacio,checked,84,84,Sporting,Primeira Liga,Balanced,Central Defender,L,,Stopper,Passer,Libero,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Pedro Goncalves,checked,84,84,Sporting,Primeira Liga,Balanced,Wide Forward,R,,Creator,Striker,Fantasista,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
John O'Shea,checked,78,78,Sunderland,Championship,Balanced,Central Defender,R,Irish,Stopper,Commander,Leader,Strong,Resolute,£2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cristian Romero,checked,89,89,Tottenham Hotspur,Premier League,Attacking,Central Defender,R,Argentina,Stopper,Powerhouse,Rock,,,£80000000.0,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Son Heung-min,checked,88,89,Tottenham Hotspur,Premier League,Balanced,Wide Forward,E,South Korea,Sprinter,Striker,Ghost,Rapid,Focused,£80000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guglielmo Vicario,checked,87,87,Tottenham Hotspur,Premier League,Balanced,Keeper,R,Italy,Acrobat,Distributor,All-Rounder,Athletic,Passionate,£60000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micky van de Ven ,checked,86,86,Tottenham Hotspur,Premier League,Balanced,Central Defender,L,Netherlands,Stopper,Sprinter,Shadow,,,£60000000.0,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Rodrigo Bentancur,checked,86,86,Tottenham Hotspur,Premier League,Balanced,Central Midfielder,R,,Engine,Commander,Driver,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Luka Modric,checked,85,90,Tottenham Hotspur,Premier League,Balanced,Central Midfielder,R,Croatia,Controller,Creator,Playmaker,Nimble,Crafty,£55000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yves Bissouma,checked,85,85,Tottenham Hotspur,Premier League,Balanced,Central Midfielder,R,Mali,Controller,Engine,Conductor,Strong,Unpredictable,£40000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dejan Kulusevski,checked,85,85,Tottenham Hotspur,Premier League,Balanced,Wide Forward,L,,Creator,Passer,Maestro,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Pape Sarr,checked,85,85,Tottenham Hotspur,Premier League,Balanced,Central Midfielder,R,,Engine,Powerhouse,Bison,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Richarlison,checked,85,85,Tottenham Hotspur,Premier League,Balanced,Central Forward,R,,Striker,Engine,Poacher,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Timo Werner,checked,85,85,Tottenham Hotspur,Premier League,Balanced,Wide Forward,R,,Sprinter,Engine,Shuttler,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Yves Bissouma,checked,84,84,Tottenham Hotspur,Premier League,Balanced,Central Midfielder,,,Controller,Engine,Conductor,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Christian Eriksen,checked,83,83,Tottenham Hotspur,Premier League,Attacking,Central Midfielder,R,Denmark,Passer,Creator,Radar,Balanced,Composed,£25000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dele Alli,checked,80,80,Tottenham Hotspur,Premier League,Attacking,Central Midfielder,R,England,Creator,Engine,Catalyst,Rangy,Creative,£5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan Vertonghen,checked,80,80,Tottenham Hotspur,Premier League,Attacking,Central Defender,L,Belgium,Stopper,Engine,Train,Powerful,Tenacious,£60000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David de Gea,checked,85,85,Unattached,n/a,Cautious,Keeper,R,,Acrobat,Orthodox,Shotstopper,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Dani Parejo,checked,85,85,Villarreal,La Liga,Balanced,Central Midfielder,R,,Passer,Creator,Radar,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Gerard Moreno,checked,85,85,Villarreal,La Liga,Balanced,Central Forward,R,,Striker,Engine,Poacher,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Jorge Cuenca,checked,85,85,Villarreal,La Liga,Balanced,Central Defender,L,,Stopper,Cover,Shield,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Juan Foyth,checked,85,85,Villarreal,La Liga,Cautious,Wide Defender,R,,Cover,Stopper,Cornerback,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Yeremy Pino,checked,84,84,Villarreal,La Liga,Attacking,Wide Midfielder,R,,Dribbler,Sprinter,Winger,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Declan Rice,checked,90,90,West Ham,Premier League,Balanced,Central Midfielder,R,England,Engine,Commander,Driver,Powerful,Determined,£150000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohamed Kudus,checked,89,89,West Ham,Premier League,Attacking,Wide Forward,L,,Creator,Engine,Catalyst,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Lucas Paqueta,checked,88,88,West Ham,Premier League,Attacking,Central Midfielder,L,Brazil,Creator,Passer,Maestro,Powerful,Unpredictable,£80000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jarred Bowen,checked,85,85,West Ham,Premier League,Balanced,Wide Forward,L,England,Sprinter,Striker,Ghost,Speedy,Crafty,£50000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kurt Zouma,checked,85,85,West Ham,Premier League,Cautious,Central Defender,R,,Stopper,Aerial,Centre Back,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Dimitri Payet,checked,84,84,West Ham,Premier League,Attacking,Central Midfielder,R,France,Creator,Striker,Fantasista,Nimble,Composed,£60000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edson Alvarez,checked,84,84,West Ham,Premier League,Cautious,Central Midfielder,R,,Cover,Engine,Anchor,,,,,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average,Average
Tomas Soucek,checked,83,83,West Ham,Premier League,Cautious,Central Midfielder,R,Czech Republic,Aerial,Engine,Boxcrasher,Tall,Reliable,£25000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manuel Lanzini,checked,82,82,West Ham,Premier League,Attacking,Wide Midfielder,R,Argentina,Creator,Dribbler,Magician,Nimble,Crafty,£30000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andre Ogbonna,checked,81,81,West Ham,Premier League,Cautious,Central Defender,L,Italy,Stopper,Aerial,Centre Back,Dominant,Aggressive,£18000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aaron Cresswell,checked,80,80,West Ham,Premier League,Balanced,Wide Defender,L,England,Passer,Cover,Provider,Robust,Resolute,£25000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vladimir Coufal,checked,80,80,West Ham,Premier League,Cautious,Wide Defender,R,Czech Republic,Engine,Cover,Dynamo,Dynamic,Resolute,£12000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruben Neves,checked,88,88,Wolves,Premier League,Balanced,Central Midfielder,R,Portugal,Controller,Passer,Regista,Robust,Determined,£70000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matheus Cunha,checked,87,87,Wolves,Premier League,Balanced,Central Forward,R,Brazil,Creator,Striker,Fantasista,Nimble,Crafty,£40000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pedro Neto,checked,86,86,Wolves,Premier League,Attacking,Wide Forward,L,Portugal,Dribbler,Sprinter,Winger,Rapid,Focused,£60000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rui Patricio,checked,84,84,Wolves,Premier League,Cautious,Keeper,R,Portugal,Orthodox,Commander,Sentinel,Robust,Focused,£30000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joao Moutinho,checked,84,84,Wolves,Premier League,Balanced,Central Midfielder,R,Portugal,Controller,Passer,Regista,Stocky,Influential,£40000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nelson Semedo,checked,84,84,Wolves,Premier League,Balanced,Wide Defender,R,Portugal,Sprinter,Cover,Flanker,Powerful,Determined,£20000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
